"param_name","estimate","Lower_CI","Upper_CI"
"Variance (σ²)",38903.0004877549,38902.4174973203,38903.5834781894
"Range (θ)",0.14431434128833,-0.602838060088858,0.891466742665517
"Nugget",11.5958903129176,10.9773295502292,12.214451075606
"(Intercept)",2540.35368648892,2374.83965216761,2705.86772081022
"mother_bmi",0.172051581542698,0.103232698570297,0.240870464515099
"wealth_index",3.4258352741047,-20.2916285313876,27.143299079597
"sex_of_childmale",101.843242084378,46.3101668662581,157.376317302498
