"phi","sigma_sq","tau_sq","iter"
5039.19484968681,499384.025782061,8.46238453728445,96
5090.19258693914,490371.415841682,8.31886670811233,97
5321.84844381307,499079.850305137,8.31814576598735,98
5246.75142371855,481239.388902159,8.2588631049802,99
5420.10235158559,493474.559003534,8.14603373225193,100
5386.03988032387,462419.842471452,8.01031131108932,101
4972.20884115273,510711.172522219,7.9487121106007,102
4917.47379457789,492877.777701055,7.89173995364857,103
4878.48788275024,477919.50064684,7.89173995364857,104
5124.02343045817,487767.659127164,7.82712152147379,105
4756.59251994823,474481.810641529,7.82712152147379,106
4376.241820759,492776.183257097,7.78318264152509,107
4323.43878377734,479863.339756853,7.75923700700682,108
4276.58409166919,496179.654982328,7.60492866733968,109
4204.68031863103,469917.018331962,7.80925593163751,110
4111.28139871581,483052.244556775,7.61522420940622,111
4312.75864675123,499463.433765483,7.61145317685684,112
4279.31895896764,496926.71749188,7.97166400153862,113
4258.69688208218,483146.057328619,7.85669159269365,114
4391.21735491902,478939.419367633,8.00313974768212,115
4666.89536532001,491834.838271294,8.00922750047821,116
4793.5752134669,463459.119068831,8.00922750047821,117
4903.93566698921,470786.933667081,8.05515667356453,118
4822.05018531179,480737.415921821,8.05258583449232,119
4892.93780014877,497610.280800886,8.01876959521431,120
4845.36361440905,492466.470105656,8.16558804264277,121
4863.82390022754,458761.765294349,8.16558804264277,122
4971.54841166193,501720.791713618,8.18667281421445,123
4662.91719944072,492822.79396335,8.13514242348457,124
4810.66507926098,475689.222586988,8.08819633066337,125
4694.5812256401,480416.507458011,7.91834895819804,126
4540.03773490248,491457.180539284,7.92106016363239,127
4239.63380119241,491381.115453641,8.38067197163558,128
3867.33437898788,472061.515160451,8.33188431851055,129
3682.80026090316,498483.447318262,8.33188431851055,130
3634.11267667932,483475.394263409,8.33188431851055,131
3574.71701609976,468650.686207011,8.29087841526719,132
3689.61228270296,513225.084584407,8.44676329427983,133
3575.53763235458,481664.29480797,8.44676329427983,134
3686.80293916462,461807.86695554,8.54193294607301,135
3448.08751634443,480078.295015284,8.78095051195358,136
3560.51062642086,505537.76682557,8.7639587911514,137
3733.15711033838,465737.516736815,8.73541133233059,138
3657.00937647344,490486.301163607,8.63800170866937,139
3704.43620881439,468619.862920721,8.66004103608439,140
3730.83730841424,480881.589489989,8.67037842815389,141
3869.43145882024,483261.442530984,8.69492307821277,142
3906.25368732078,485687.94934677,8.69492307821277,143
4017.54358298008,486296.698500569,8.55871815735734,144
3943.39769090416,482328.466641971,8.40297339372957,145
4027.30848962017,491385.949459016,8.41961035962764,146
3863.74739649806,490861.557779927,8.41961035962764,147
3948.08700337834,490723.09486026,8.44590975486609,148
3700.68751081074,482300.372228432,8.50278937629468,149
3489.82769317928,476691.361018129,8.50278937629468,150
3566.75533022328,476935.462646617,8.47208583213546,151
3618.99505426561,483432.269440487,8.6000640361249,152
3485.58298491164,493526.007877676,8.52940254503985,153
3449.27785513563,499185.441962227,8.57636402084804,154
3413.40875832647,466658.688544279,8.58732480129223,155
3344.62255608825,475451.839678377,8.58732480129223,156
3421.84453807016,514934.064707375,8.58732480129223,157
3529.6094317907,485640.815042013,8.5026026541577,158
3529.4438009445,477378.270451434,8.5026026541577,159
3521.82561939771,467065.018823177,8.48641012080502,160
3320.6713776406,467452.684309401,8.48641012080502,161
3308.36032313946,472426.771047126,8.46655662953122,162
3198.52562897086,468655.958731161,8.24770230163783,163
3191.56435806928,480325.068622513,8.31669033148987,164
3405.01640495528,481074.356938334,8.26864692499249,165
3510.39951478486,498640.038942598,8.22728350802354,166
3466.96077957227,462786.166750457,8.06497410769626,167
3302.5529728715,477229.239399192,8.37816792067116,168
3303.62651522873,482283.60666728,8.45109501691324,169
3268.43808275458,456717.975610586,8.37223666468311,170
3313.25493126489,467712.130372072,8.46501791637548,171
3220.89369633852,475976.645660104,8.57367238894569,172
3239.02082113232,494459.272007082,8.57367238894569,173
3371.13407042836,473053.949612668,8.60311686085771,174
3361.27996393682,467815.936615808,8.47137564762706,175
3143.08174887709,475959.865776103,8.50024475222789,176
3022.43242186349,485216.810367444,8.37193238604533,177
3023.4069781441,497252.785502436,8.53084879957524,178
2978.79266719277,500548.916923366,8.53350416873766,179
2996.92750718869,488943.487996895,8.79061563200141,180
3072.84281466906,481022.59982842,8.79061563200141,181
3099.53504924139,500067.163914954,8.82624283577311,182
3129.28819548886,477148.367773564,8.99360396582317,183
3147.188167321,470092.231112534,8.78668271046023,184
3197.93474754074,484356.498203194,8.68427031587687,185
2967.462869551,473281.596082506,8.62281205488821,186
3044.52889620489,486406.465740106,8.36880824341885,187
3073.51437017146,489299.129421787,8.48742712463235,188
2972.34924124898,487589.619427021,8.61896829391225,189
2941.49284332279,474554.52660464,8.61758249464696,190
2956.40140449649,476688.722008429,8.72207904136807,191
2826.699149686,495889.568775911,8.5567560126519,192
2568.05230649584,477103.679924409,8.5567560126519,193
2643.86440582745,473193.562969619,8.72706113237923,194
2706.1742568184,457041.189555332,8.72706113237923,195
2719.51080082101,465007.706665828,8.74411372107662,196
2653.866881903,491093.070408751,8.71889942048675,197
2685.62191159637,470812.197263396,8.83158266336348,198
2806.11392661485,503829.806841069,8.72274399956709,199
2643.76326087254,495704.221570194,8.54999516920128,200
2720.42584270501,472931.559863722,8.63906936088542,201
2484.65251562704,493024.770472552,8.56917598190959,202
2461.69451391661,497950.3296114,8.57191769763087,203
2387.75183524419,489260.603833307,8.7549715036156,204
2359.59622392999,487836.963515668,8.7549715036156,205
2350.75817454055,480427.655190387,8.58693884985562,206
2430.3016340856,496238.631261389,8.53544594960417,207
2390.87488163998,478939.583354023,8.44280759031882,208
2449.68477001741,462750.447040211,8.46596178763988,209
2697.32264422052,452398.854540878,8.46938092332604,210
2484.8515530674,489687.676074266,8.60102963619223,211
2487.73448688272,462578.536616799,8.60102963619223,212
2388.93824737995,480290.719489351,8.60102963619223,213
2459.55339171404,480411.800317929,8.41688355239597,214
2481.27857656771,499560.405906861,8.41688355239597,215
2372.52056427643,476171.937326126,8.40247053315597,216
2412.61276622268,453036.516245142,8.38096475120776,217
2386.69616358907,478103.52220601,8.4120067202609,218
2337.20929918262,477934.162357429,8.4922086360582,219
2235.55059396546,477016.477777505,8.31209357851924,220
2211.90451026974,476670.909031937,8.11063412633109,221
2171.20513792218,471977.006765155,8.22311313520024,222
2128.36819015394,502278.513909377,8.14311547887108,223
2052.80481160407,507969.614660311,8.33002373238796,224
2139.00997303913,488275.815956252,8.23004793498466,225
2088.05645259379,473577.758312375,8.23004793498466,226
2135.92563522604,508399.045713241,8.47299735393548,227
2128.18296455599,495237.507607278,8.47299735393548,228
2097.96543033087,464952.87343693,8.56287889298925,229
2058.96805317985,484609.778186215,8.56287889298925,230
2092.9749938972,483475.958470304,8.56287889298925,231
2106.49324660843,478934.297066833,8.59740480499329,232
2079.84469033692,509538.997442615,8.59740480499329,233
2023.74600760218,462560.619653041,8.5628751117844,234
1938.72880882828,485641.275344647,8.72376874025423,235
1980.14278894647,458677.077577702,8.77001426293062,236
2012.56515987016,491801.761028182,8.83443974753871,237
2068.18531174692,502591.670904787,8.77600741004771,238
2055.9455823442,497430.544325925,8.92203224499846,239
1982.86983544014,475555.761892649,9.0073121601808,240
2053.99281638658,476495.260799975,9.04568131188136,241
2051.43624114495,519833.206797041,9.04568131188136,242
2002.39870366403,510885.343321183,8.95436798631179,243
2004.45928239041,479606.181486743,8.63936525320683,244
1950.25847793174,456800.634716759,8.66074123579953,245
1997.23084690942,495834.936396184,8.51578830376315,246
2108.84622187542,503407.323408823,8.56082068565792,247
2021.97743088798,475483.299829184,8.55903536519934,248
2135.71224642123,480369.608782872,8.44002107367805,249
2041.90459990711,494761.443809476,8.39919713033723,250
2222.03802794927,471698.519776136,8.39919713033723,251
2180.96303518924,497852.124858069,8.33918644333772,252
2177.90460430879,472487.636159424,8.23355134093556,253
2060.73751959322,497594.462731693,8.18429121290762,254
2012.135288745,470618.815482755,8.58878376806978,255
1996.53977445936,490487.837777908,8.45466110504884,256
2114.02065841771,483556.011940702,8.48654715278518,257
2221.5885610266,447463.793391903,8.48654715278518,258
2142.9783495982,472357.154066478,8.48654715278518,259
2176.64107464042,510182.171076381,8.43246059456916,260
2093.31961219071,495809.152204443,8.36840942859497,261
2018.80233811164,492778.20394593,8.32918055512203,262
1897.91038103362,492311.982879753,8.47077431394741,263
1785.19390950513,475574.965003114,8.47303609609163,264
1861.61516897823,493406.777800044,8.445509395615,265
1936.44644256433,488022.910384818,8.35508578579345,266
1881.38498834209,524080.71440747,8.50485310630737,267
1785.2336270109,499636.714338601,8.50485310630737,268
1730.40412668496,500077.577706009,8.50049421925544,269
1779.69549642724,458364.22641489,8.54722318654674,270
1882.42649124034,486690.45315436,8.61495633882375,271
1760.41303235705,494527.282955976,8.80582910458073,272
1850.69055102032,482130.859971553,8.80582910458073,273
1781.65950151219,492688.706537866,8.7172455258375,274
1842.05852146996,464878.882459427,8.8497606030425,275
1725.70613595123,487184.946286225,8.80813665667058,276
1736.84556966449,490854.548530869,8.80813665667058,277
1717.74072623044,504518.943318191,8.63235357922846,278
1736.21183660987,474307.019531071,8.67538235651772,279
1876.99209594573,498233.032653534,8.65172978196704,280
1852.52345007208,493138.284517631,8.68730721697121,281
1770.65863200023,469348.519004541,8.62355546918038,282
1837.49648518327,471865.445720863,8.51866323871107,283
1709.18246365131,458680.448242794,8.29723250426402,284
1741.83214359115,478622.078673034,8.33886400951041,285
1755.92088723798,476252.012681629,8.33886400951041,286
1770.04278343195,483460.398401854,8.58270499043235,287
1776.47112667439,492043.573666797,8.44846847157082,288
1720.10161293732,514928.016141287,8.65964781868642,289
1588.08990556343,466262.093294551,8.47134226324013,290
1743.45828292883,478448.545734675,8.42468223941888,291
1766.01184120283,471055.571400933,8.65301049711511,292
1675.47759436027,476396.753805814,8.61279877946177,293
1633.97207459901,464746.730800408,8.76578111185695,294
1537.5560640043,478848.271863083,8.72140784614552,295
1521.81480845475,471785.763185944,8.72140784614552,296
1489.00090597143,503415.787688624,8.78232842841805,297
1521.47434778945,497067.10520004,8.7168577671183,298
1509.97815311844,492477.122423419,8.80909665787767,299
1502.72838725151,463072.97127357,8.80909665787767,300
1576.69748628729,466945.345344526,8.41893016698563,301
1488.52828894227,497181.017209924,8.41893016698563,302
1540.83351029979,481426.480323235,8.3702961422096,303
1587.17553246167,490509.614940541,8.32284827100096,304
1561.16421539248,478362.601654708,8.47839046295532,305
1654.51072065695,473573.954209829,8.47839046295532,306
1597.16419237365,489014.956475102,8.6350043171125,307
1507.0965791058,509203.484279773,8.75793105826193,308
1534.44209473209,482249.654052509,8.69937960201048,309
1525.86055505004,501294.898296614,8.80461948278085,310
1608.05985966226,476352.750376036,9.01166951410382,311
1488.88068204482,491568.489891257,8.95105756693505,312
1455.98246506446,493299.623531167,8.90416007506092,313
1424.17290917319,480831.864089796,8.88201663474643,314
1503.2496480309,487320.086240945,8.79677690696458,315
1363.80667649857,486908.342733875,8.70841011737639,316
1354.79493203328,488492.913643548,8.55851087958087,317
1418.54353114917,472031.02506575,8.43424878158552,318
1453.5997962892,476412.980610575,8.39104733188574,319
1462.95436271604,496407.553989613,8.40195781622626,320
1443.33041320591,470642.45475781,8.47280806176999,321
1410.83322703296,475434.805500015,8.4222724292647,322
1345.35486892034,474499.488189356,8.51835552890307,323
1341.76578764491,481840.511948274,8.45786744174027,324
1270.98254370114,491173.38021689,8.59712857338295,325
1317.54586950449,495008.551616223,8.59712857338295,326
1330.18837367891,464392.114580805,8.58016746982537,327
1288.30945944191,473394.594985257,8.61746481603185,328
1287.59317462941,480448.885012873,8.55927023289996,329
1409.45140590662,467167.687952786,8.5054259149451,330
1465.2322872832,475976.182032096,8.41464936912326,331
1491.56470435525,495108.688578554,8.44352951088393,332
1547.73894196054,496226.918371128,8.49353184926762,333
1565.29609594509,481917.203785267,8.3923220153507,334
1481.07886978242,473203.091066566,8.3923220153507,335
1548.97701351198,473657.897248662,8.39509305569446,336
1550.09254780387,481398.81994956,8.34035414590828,337
1572.14975912532,466780.35092607,8.64905299098868,338
1598.68032985837,479160.393856854,8.57912507222518,339
1594.47703237662,489708.734906927,8.57912507222518,340
1569.37244637692,509801.042932765,8.5793891319289,341
1511.31643043151,479535.548126442,8.75394471348367,342
1460.817287399,479360.827510542,8.77310651399976,343
1470.68478172345,481075.500855893,8.82187069369226,344
1472.39024372628,474385.644660627,8.89806073100103,345
1370.77333902636,476308.938825792,8.76458783005935,346
1423.4510719397,453618.396343099,8.70930543753989,347
1380.42211321633,477398.275371579,8.70930543753989,348
1416.48592664434,483159.044903677,8.60270286724274,349
1558.34970862486,508029.495040055,8.53185066415964,350
1642.13110695271,474040.328415176,8.45095555745461,351
1611.76713252524,485114.724644589,8.40734070316463,352
1607.81719712544,479973.565694475,8.55706578879848,353
1527.78927053664,464398.441527124,8.49933342088005,354
1480.50621644396,480051.750216976,8.5295493857387,355
1479.75999313964,488365.293125092,8.36377481806726,356
1537.86063838848,487879.442646253,8.26318860286531,357
1510.79680248102,469711.83933726,8.24818519741985,358
1614.6963922804,501006.155822069,8.18421240754178,359
1567.5805377858,493661.026068874,8.07401283747015,360
1599.24256439899,480285.586106791,8.07401283747015,361
1585.44436046831,470159.83730198,8.07401283747015,362
1617.87884886082,482985.425671569,8.07401283747015,363
1648.31494520466,491978.858064563,8.07401283747015,364
1683.10623456281,487657.292081683,8.32102476696704,365
1674.93215010568,480652.172146298,8.45243185617842,366
1673.36430290828,475553.188970988,8.45243185617842,367
1675.65275031811,482732.780600776,8.53915629540685,368
1694.34023375225,467622.734322132,8.46682377635425,369
1686.89907759112,498731.153746996,8.46682377635425,370
1666.49170988388,468446.391049158,8.4498962090582,371
1698.07783551528,457066.274811455,8.4974029312363,372
1739.88255705621,476986.92105222,7.95909340106853,373
1778.04764535886,487319.44222145,7.95909340106853,374
1813.88388199277,499184.818653685,7.81428440067329,375
1862.34544145228,490233.196293853,7.72391457077462,376
1781.2534155122,495523.768579893,7.67751905700837,377
1923.92470416565,490443.894057835,7.67751905700837,378
2008.68900247265,502229.616356606,7.67751905700837,379
2031.9586643686,470262.550805265,7.50070505360208,380
2008.23518124086,505836.480525151,7.47597860921808,381
2050.12866822877,483903.076932597,7.47597860921808,382
2027.21105012663,489869.454816927,7.53422295192728,383
2044.92443875429,507540.315483205,7.3197224738381,384
2048.06445912344,472737.227007513,7.4721645204466,385
1978.68432543682,459706.064059792,7.40731797951172,386
2087.2463715416,482875.180599695,7.31809462200573,387
2125.8880094923,487771.910497786,7.34714910118975,388
2076.68927370801,483282.217669821,7.34714910118975,389
2100.92930265586,495298.30856347,7.34714910118975,390
2172.13259830737,461620.990205404,7.34894852432673,391
2220.89475331279,482852.232259938,7.39412892190425,392
2229.30335463878,487467.902006144,7.1506054957383,393
2234.24531534497,501652.299136057,7.15846953025264,394
2047.21287319148,459708.420828818,7.04592403175316,395
2055.81057787447,499691.356877078,7.04592403175316,396
2029.48623593428,511404.257036918,6.90583605878308,397
2023.09632091905,489979.140116379,7.17621135421692,398
2065.91026405577,507497.411103425,7.24166640204461,399
2110.23485171896,495543.328819682,7.07637630294571,400
2146.53557731072,485016.118402124,6.95181516210398,401
2157.80053049512,466234.800104193,6.80171064766975,402
2248.31451860038,457420.530908843,6.75372470389488,403
2209.07074976495,503545.046373059,6.75372470389488,404
2329.62757016098,494867.780779376,7.14396327325896,405
2275.26127379237,492595.216356536,7.08592872761051,406
2218.70082478246,487779.755475417,7.07298728681668,407
2194.14662011054,483260.479252989,7.01421133765331,408
2140.47494293567,492717.498912841,7.01421133765331,409
2132.00096917023,507192.803443518,7.01309699805579,410
2067.5372343072,492107.877084688,7.01309699805579,411
2161.27461395816,469324.974963952,7.01309699805579,412
2124.92022310967,478419.147251932,6.91583110470331,413
2082.96735171813,520203.244970945,7.05602999222363,414
1955.10001900935,475345.362773061,6.97317854615996,415
1841.33782356857,474000.007152096,6.95501174612158,416
1793.82381053463,486139.895359867,6.97636105086016,417
1939.03299095189,495409.625554275,6.74316468190363,418
1967.88236087578,482603.713989869,6.53493881148737,419
1878.80480653144,491597.9493705,6.58435731671074,420
2032.68958242647,498969.515969673,6.52217926824415,421
1922.36936200499,485181.954594695,6.52217926824415,422
1940.49342374555,472956.492720829,6.68175733778154,423
1943.43260558156,485214.530552553,6.694971894231,424
1963.26296982704,498287.635891176,6.694971894231,425
1915.46149751098,494630.556906143,6.88441879226703,426
1965.92377205065,474762.101961289,6.92120620794352,427
1969.21213377133,487202.310070097,7.2167796304728,428
1994.08560340993,494219.125006117,7.06432854775478,429
2076.41563824557,462550.811038059,7.20058501677763,430
1953.80614529377,504728.006491865,7.20058501677763,431
1905.10633690225,474791.777762813,7.14641238538699,432
1850.48571597504,483300.596629046,7.14635127840724,433
1856.85956436477,512875.214837865,7.09646081527842,434
1854.20004573261,463138.260247689,7.09646081527842,435
1669.51817181144,486296.607450408,7.31424883802585,436
1724.60873988307,479050.389427001,7.04627406310347,437
1811.88153733047,483367.611043862,6.64196175848964,438
1834.72401769765,482556.676137987,6.64196175848964,439
1809.1425203565,497434.655211268,6.64196175848964,440
1857.43364528922,491564.277428909,6.64196175848964,441
1820.38827136366,504263.931457827,6.79827529352927,442
1996.93908608857,480873.876964392,6.96228527156864,443
2142.12366902249,472106.91741052,6.85204932607035,444
2024.01963755651,468168.138758317,7.1101082497687,445
2193.37118095915,475031.961029537,6.95966083867044,446
2209.11396475305,480459.859819525,7.0520365688845,447
2114.62952473561,471575.288460571,7.13116414099586,448
1938.58403965453,479913.49880289,7.37112905238313,449
2070.61736705652,502863.605248443,7.32213069695101,450
2006.54883018293,485377.44483408,7.23748419300643,451
2136.47876269563,481571.362796231,7.05085005868453,452
2180.25746268106,458230.902967537,7.13600954282862,453
2271.56414361543,488760.037448031,7.25037959047152,454
2304.02355911698,485415.752986641,7.25037959047152,455
2192.91913332231,499529.169118601,7.20205011953759,456
2338.95690506222,475745.11602109,7.20205011953759,457
2310.61614407458,476966.571798725,7.02183987728837,458
2345.49749375839,486484.187158428,6.95720617012446,459
2439.43088584008,478953.221424666,6.95720617012446,460
2388.27330151117,504867.285716905,6.85296212952759,461
2363.06511644423,483324.286578741,7.24978441226073,462
2401.34681057596,486313.579185406,7.1140751948702,463
2455.2430164796,476680.764844686,7.04049444987613,464
2333.60727437283,503495.901257758,7.05852012391712,465
2174.65862060175,484482.948192212,7.13024900676823,466
2368.97202603809,465360.62808919,7.13024900676823,467
2326.30565282081,480076.971213131,7.1550889520833,468
2416.98002886847,471676.256605078,7.1550889520833,469
2325.95365254342,514145.036022981,7.2511904219604,470
2432.27905534634,467131.440004741,7.25686780386558,471
2419.68598018706,477653.671708579,7.48381497859657,472
2270.18570162113,462098.236583868,7.48381497859657,473
2396.67496021008,465843.012959694,7.48381497859657,474
2340.69345925193,474538.529625303,7.48381497859657,475
2436.06156722539,500546.218375506,7.48381497859657,476
2461.2243054974,494662.612441402,7.48381497859657,477
2603.15472926509,475815.639478407,7.2323748887685,478
2577.17706888834,478979.714217481,7.3422698743332,479
2719.35866517048,491946.377938841,7.22215353908509,480
2690.96813859254,491453.947237078,7.22215353908509,481
2862.73979688254,494283.218366213,7.22184332737118,482
2736.6569505149,468128.571867917,7.09963926550694,483
2839.65752345606,482869.015087398,7.09963926550694,484
2805.59579254178,485662.969343905,7.13597289703982,485
2880.88447672835,485187.429518036,7.17194977649928,486
2734.6231499119,469783.512971607,7.17194977649928,487
2794.49300873997,495398.189516896,7.17194977649928,488
2808.18122701531,461152.517040874,7.04953486346925,489
2886.10751817145,480916.49259567,6.64921705061496,490
3028.40942787868,476130.245501867,6.68050999928175,491
2953.14022288057,489159.334842525,6.59754864682315,492
2960.60540684788,489096.079284602,6.68360755262239,493
3017.17268849559,466272.698381485,6.68816436377853,494
2829.00052134722,494622.968453971,6.77794750321356,495
2668.0591802851,469548.993781202,6.586955087525,496
2882.80982052799,485786.814494486,6.586955087525,497
2916.42573983885,492427.842621618,6.38040492193582,498
2824.32056677669,510692.294497685,6.40705873158819,499
3033.05767677458,450724.797914404,6.4900244459945,500
3046.49266549488,486289.666654623,6.53230327009653,501
3070.59766542035,511479.262285274,6.53230327009653,502
2987.37638509489,462255.31602607,6.53230327009653,503
2804.29162422863,489093.18923199,6.63792478402412,504
2816.19043678461,489845.098219801,6.63792478402412,505
2852.56089156534,485393.118401326,6.34366822217791,506
2870.69470426258,500235.838874537,6.47895592536493,507
2787.24275948035,488979.624944833,6.70610590980341,508
2835.54709748864,467595.219102552,6.89307621856023,509
2844.5442276017,487435.498702589,6.89307621856023,510
2925.95138786811,489761.403036034,6.89307621856023,511
3046.9405466071,483814.58310819,6.75692595903644,512
2891.82827361399,477719.348489466,6.99151454074616,513
2998.12439100717,479416.543415231,7.15059148770813,514
2700.63219909711,496099.662024627,7.50434391087221,515
2689.65042749208,462321.551812636,7.5717922191877,516
2727.82534562785,494031.405569778,7.58498369190183,517
2696.75037553287,486491.441934705,7.64721627964395,518
2754.16136830866,477804.065818588,7.64721627964395,519
2549.15571239039,477907.818526702,7.64721627964395,520
2470.21297658165,489527.346083848,7.76589429311147,521
2398.85266209788,467942.216492172,7.7683235583744,522
2490.73224075482,477775.997889854,7.7683235583744,523
2525.63989378811,456242.679673551,7.7683235583744,524
2529.19629652296,450603.410859366,7.59731925807315,525
2560.28780692183,506049.916656488,7.59731925807315,526
2524.31609784962,496371.513553512,7.54895572690427,527
2561.18311118281,493919.615519239,7.65013418168088,528
2664.73840530036,473975.797682258,7.64389736203402,529
2723.0435558734,499249.215820545,7.58418488952446,530
2651.91989587707,498086.288097425,7.68232931661989,531
2651.95152788897,480971.516367966,8.09973860532854,532
2466.09306395537,480565.274085301,8.09973860532854,533
2494.43929484545,493162.178570472,8.09973860532854,534
2498.64871829989,494633.14151997,8.1804766669588,535
2591.40986899522,482722.009967844,8.01059240710052,536
2573.51314716893,490149.509592838,8.06683554959849,537
2642.41945978455,477968.912334891,8.02583486121334,538
2577.12363383024,480263.947759982,8.03894718058312,539
2549.20251464268,484038.550335996,8.18751458520416,540
2415.28800866064,472384.153466761,8.20634386001415,541
2490.74395280097,521925.214439452,8.20634386001415,542
2474.46470436949,476755.661487555,8.05165373867104,543
2554.20488698768,512965.247789524,8.01279270212736,544
2564.71624937424,472610.51696626,8.01279270212736,545
2733.50721028033,471789.393366486,8.01279270212736,546
2661.53854146032,486142.516247071,8.01279270212736,547
2729.39223911095,497184.291013497,8.0324248213895,548
2721.78481424541,471838.185402757,8.0324248213895,549
2729.9838278798,483867.264842204,7.93509739736124,550
2827.82955728288,488217.22554241,8.03880630882585,551
2915.95197757375,486709.851473245,8.09630730237162,552
2573.7569523042,495162.310220481,8.23065581270604,553
2578.04503147805,480575.709279103,8.16139669653989,554
2594.08265094874,500793.657052577,8.16139669653989,555
2704.14652941313,473530.012568987,8.12397136144977,556
2950.63939966921,493303.125353935,8.12397136144977,557
2799.47624714251,474320.450711824,7.91561578177086,558
2952.57859674693,482141.830387094,7.90491282804425,559
