"beta1","beta2","beta3","beta4","iter"
2600.78385605833,0.164945186117977,107.769349603471,-16.0044253627021,1
2712.67770355877,0.132466951568449,87.4950964276848,-31.1272515379468,2
2666.72501124491,0.158589240591155,33.5993146744816,-22.2671100089009,3
2487.2485790192,0.186181810267349,150.951513500666,-4.77829346860229,4
2564.51554261238,0.183752561963447,96.0488465131423,-16.3822092826095,5
2533.96932791896,0.165559392514793,119.572476521957,-4.36971388135295,6
2577.11062838389,0.172741658945687,89.8154569538819,-14.196468293516,7
2572.09779468346,0.193214025164936,136.232347654489,-24.3624013213854,8
2632.61769784837,0.180414636794467,143.015211557642,-44.3703316225126,9
2575.00243432994,0.185060946880228,160.525788652203,-26.7061170392148,10
2540.73784359217,0.190743646294107,124.1970215192,-13.5566411715361,11
2682.70021135954,0.0937046169797625,136.931272215127,2.95294651088951,12
2605.81476094158,0.157022617599234,43.1764119564469,-1.69408515674188,13
2617.66238937158,0.172953624584474,84.9987460432063,-16.5870896765708,14
2528.82011379324,0.188603053862103,138.270448694473,-21.6036201072942,15
2464.09671952988,0.224776105443062,112.491269926205,-14.1816307294612,16
2688.75287317326,0.1514992605776,89.492108607709,-27.0710751529235,17
2508.65341194536,0.150912040974133,144.69078985901,9.94183893900165,18
2466.07489417731,0.217026674423066,118.232119312984,-15.6631882671275,19
2651.81765205868,0.17165963981204,60.0280365171823,-25.6969657698926,20
2587.80713206058,0.184829482780774,52.9930564240907,-15.8036334280295,21
2621.80633432007,0.142894887063102,84.0735199351496,-5.47603510724895,22
2695.58285796042,0.0944038174261331,109.552735737134,-1.586752547358,23
2696.67397836537,0.1169550974357,120.707919617515,-17.1024230895301,24
2546.00195500963,0.204477813213717,108.751437660442,-24.919923358206,25
2673.91735506182,0.147641390658271,142.800052049996,-31.773275130068,26
2467.20163728349,0.213241812574613,83.8702894746342,-12.6264275428354,27
2566.35933579436,0.168132255530507,106.010393824742,-12.924904438886,28
2734.97489275023,0.14802667494309,108.002543551164,-36.3333608204732,29
2649.03838225865,0.11991195108887,117.178142875078,-2.39695626884743,30
2482.02324457149,0.208271738429105,79.6356312417722,-5.81870320152913,31
2653.70868561639,0.171702445709657,30.6977607477169,-23.8901395705979,32
2636.78794028844,0.148122395853709,94.2852878710628,-14.2327821837798,33
2599.64217433089,0.186895292968417,110.573558198222,-25.9970865894985,34
2574.93180780779,0.156566831826243,99.7249046235965,-8.64296526426328,35
2623.4327524929,0.153737674045658,137.020841599436,-20.8413730228376,36
2625.22154734122,0.121331126272647,47.0826792853207,13.7389559667331,37
2577.45321086075,0.150089739588324,98.7123034437698,-4.08774178381439,38
2629.63795795021,0.135077729625198,135.260962858342,-10.3247967092654,39
2477.25836787994,0.21728042601146,112.189723660802,-15.0875788285023,40
2589.46167095809,0.163956571120493,114.112681166902,-21.1099693013656,41
2755.87396091301,0.093224603945025,95.4574229841343,-9.74827670492213,42
2592.80023286939,0.209283214960361,71.5695556110308,-37.0491855362917,43
2685.08978151347,0.111144646076231,77.4803651482837,-4.80062874894752,44
2636.97495221721,0.146315246770245,95.3680415507229,-8.50470636395605,45
2571.0521018341,0.174288341738645,41.7955119347892,-3.64029130479866,46
2632.65873122675,0.16798492383845,148.119383816806,-34.4172677303472,47
2652.89849618248,0.147698690045654,111.904397551158,-15.1614434686171,48
2643.15158326209,0.142159594147088,97.68212927265,-10.4046457332845,49
2535.43036058209,0.183656878812354,103.407163224614,-13.1460305321918,50
2711.75044581194,0.119125353582893,99.1023811352336,-9.70018853780393,51
2505.72118159741,0.213682304867671,90.7780318752044,-20.6194565082887,52
2515.50852793086,0.200572874744662,96.1622387365846,-15.4903565111847,53
2590.09117239176,0.175402304286782,92.2509332574473,-13.6813383647039,54
2606.56613835436,0.179085679417676,76.7802381211458,-10.6834080059778,55
2510.75682231539,0.193956508012344,118.081670196662,-15.0986934127696,56
2500.56964454744,0.178874492501468,105.867154805212,-0.053531605592374,57
2580.72418437093,0.19359921055864,88.5979426569048,-24.9945674952609,58
2663.71049007415,0.114260667027888,107.575431811061,-5.02837188437114,59
2577.29006762563,0.171174397796163,78.4525301012633,-14.7838400452971,60
2641.51694111567,0.13410157644281,125.227349707106,-8.43907332279595,61
2490.98597519282,0.178939811461564,143.78355785817,-6.27723230260912,62
2503.40684836876,0.21188419675989,105.560145446961,-15.2151586560398,63
2488.02051601318,0.206024538112679,101.346252474948,-15.4277026160484,64
2648.71048189575,0.149752209501706,63.1161772483469,-15.2774288527038,65
2537.29343314463,0.173234352327876,97.4423288524633,-3.48979148889123,66
2630.16812500021,0.150143744975013,120.086396439769,-15.4285241632226,67
2639.66615330433,0.121917977790079,111.341416443635,4.63398549357112,68
2614.32707237191,0.14025053217383,84.6581669964157,-0.948943528660426,69
2576.95354905519,0.156582233301734,132.746902862565,-1.90947173772426,70
2658.37853041751,0.121762656060709,122.816800488273,-9.66048961092653,71
2550.65328613372,0.188676225854453,117.764381166647,-16.1575283613586,72
2577.73591121308,0.164694218572751,120.851660388695,-13.6608599961184,73
2613.00395457757,0.162380626539842,101.085818713987,-15.2984465378816,74
2608.56106834258,0.174234140225927,87.6589655770851,-19.4412529496306,75
2652.8380672031,0.135722135501742,69.2669405427228,-6.76401062130932,76
2517.17612160493,0.171613507954582,141.43548801355,-5.30811789930345,77
2498.04560308421,0.18414232383341,131.226835846054,-2.96377410015288,78
2648.68160230816,0.120342166007626,128.907973761043,-8.14146889226483,79
2527.32264832988,0.195873293575189,41.2532982188935,-7.40423922145872,80
2788.9769388069,0.0861767967584091,64.8067788917457,-8.12820795322428,81
2581.66362706402,0.159622415695945,97.6461247298898,0.495442134503831,82
2651.48422299668,0.132509963548269,136.981015258951,-8.91322940909361,83
2651.42250847949,0.162299200387977,74.6523413193348,-16.2385672632782,84
2505.44669761825,0.165011576510008,97.386252728298,10.5436665115028,85
2539.09638807038,0.185777381935283,114.202162354394,-21.4984670127384,86
2637.14667179202,0.14443746866517,68.1663322349614,-5.79377999845597,87
2458.40761747463,0.229769521577122,133.735574682836,-14.9036972822088,88
2568.3879674932,0.170649894991764,119.991671707411,-11.9618657732778,89
2680.9488136258,0.116850108462358,134.652440067676,-8.29680907707425,90
2559.34061883368,0.17490798091913,87.8876869234151,-8.64394235562156,91
2561.88159316805,0.207345071974322,96.7418943071822,-23.5847043638203,92
2616.80589656456,0.169452346641435,92.9474995277668,-13.31263032943,93
2600.75484454947,0.170418303113305,92.0957844521549,-23.7568571907466,94
2637.32851339139,0.148689591789041,114.223983436087,-8.87027955440353,95
2475.37120843372,0.182005802406403,133.941771406647,0.865443663168397,96
2471.07730528831,0.199931980489285,122.876002012177,-5.792229894492,97
2650.28269160418,0.150542496895005,92.9807965777295,-14.4927024312667,98
2647.2497838283,0.133213498592849,96.7323929503058,-9.41340525130141,99
2483.61704043657,0.219524275932255,121.952293729734,-17.2049821049932,100
2509.1057902383,0.195199337341403,130.733967144253,-13.4262564840139,101
2724.37853239631,0.111238318756345,95.1849159495892,-13.1596768511942,102
2516.48662185508,0.179208021397712,136.570549740207,-4.33645489493335,103
2634.7978309357,0.1484549565354,91.957734273259,-22.6762354339778,104
2623.81247810038,0.147029084518029,111.717366686325,-6.26436991127493,105
2489.93450862875,0.213125247735337,148.161329877578,-25.0824715471363,106
2643.87649251087,0.180833544914499,49.8264471888846,-30.269796075581,107
2546.22003999976,0.217728331752928,73.8371938006777,-34.2640314624833,108
2520.61861347972,0.201289032521799,94.9808180987437,-20.0937108404539,109
2540.28435355634,0.176141565598715,146.94465956007,-7.10320843831005,110
2635.61402742288,0.173384753259742,115.920217229546,-26.5214068254154,111
2703.54015506151,0.143203108879367,81.1881711511403,-26.8704952057945,112
2478.16074808681,0.202701576911265,112.639426393114,-17.5866072602788,113
2530.46608490673,0.15890017694405,142.515905312086,0.635968640682142,114
2395.69812446269,0.268018583258613,103.86204400362,-25.5220628022148,115
2624.95774602461,0.143962463298337,69.4206054993931,-2.60553149035619,116
2676.78311170712,0.14711323785792,110.118090283705,-24.3081784807763,117
2536.80594078149,0.178339299848129,136.708011232724,-8.27076182821803,118
2675.35939402112,0.112137874253356,113.608878064999,-4.84528943868976,119
2737.62364168794,0.105376830729429,162.532103318291,-22.524727068467,120
2650.53608652721,0.135970487257032,128.06365569626,-21.6572176848033,121
2728.87963374646,0.109066397343935,65.4458075334457,-8.20055184311647,122
2455.01875107805,0.206812646676117,137.757563844983,-10.2483712465037,123
2576.31286705334,0.163873029040297,92.9833321527953,-7.34280660926234,124
2608.0847104522,0.20847715927333,84.3121552537287,-40.8338181434152,125
2611.7376668064,0.155515280708775,68.45456353431,-9.68033870911426,126
2515.01775750736,0.189099835940425,106.418314098647,-5.85095449696838,127
2560.19373187356,0.169342684103977,139.224227970841,-15.4109021814004,128
2682.04176651768,0.109335124026149,115.607452574131,-1.91065919699978,129
2507.61939426216,0.192988079061494,117.558504633778,-12.5174797743478,130
2695.19571771304,0.146562956252746,114.982182357885,-32.514160514207,131
2591.66460066196,0.143752844319385,88.9808433782664,4.53900755920221,132
2588.92178461477,0.161492238424105,108.034529402956,-11.8145296494937,133
2588.73625610127,0.121554491391954,129.845127028821,8.83603163326843,134
2538.52827514814,0.18957297031732,145.058373165214,-17.2512553106325,135
2685.12498946549,0.128810226909876,105.125386225706,-14.9501115761583,136
2517.65018399474,0.203510766649928,155.326862952417,-21.7599689932303,137
2599.87280727125,0.144891034926669,95.6959917519372,0.0907167100519004,138
2577.00595105566,0.155509162476035,116.189060853395,-6.84478180110826,139
2607.24373280179,0.151084934966546,118.851380804403,-13.8653191627016,140
2552.5808758324,0.160279061853375,100.706389375808,6.36383245344888,141
2594.04218532893,0.191963370053204,93.3214838342591,-27.1140826190975,142
2634.9747472387,0.142734765439976,117.043181106492,-13.6317026722243,143
2536.06999559474,0.191724335554447,159.400709058134,-26.5386016299257,144
2629.32567848313,0.143646999695257,50.4679550124892,-3.42417225739047,145
2581.74794771785,0.155590363869904,147.398185249195,-6.94980622032955,146
2469.50690149255,0.243977319558606,85.100963818983,-26.1679287673687,147
2584.90792362524,0.160502482488991,40.601241095663,-2.8499811434489,148
2625.0443772485,0.163152929217844,95.7472758469729,-18.8683065683049,149
2597.99554717776,0.168706935668752,114.313105770218,-26.8770492807841,150
2586.72422355992,0.163404606101044,160.868556333148,-14.5935134337811,151
2463.0469101531,0.210277972951954,141.670498477486,-10.1537277574727,152
2661.26072994258,0.130921831032523,90.8603425832534,-13.4748228217106,153
2610.87582973357,0.161764465951643,143.71263064541,-24.3645090749233,154
2414.47113626577,0.218770986415651,77.5927184340903,4.3872355135506,155
2573.35578135197,0.14230840565263,135.393496187297,4.0371800377985,156
2684.35543509991,0.119777474528865,103.791103351807,-12.8565460660168,157
2589.69688022421,0.168679832527205,123.277095612014,-12.1255917077133,158
2559.565846173,0.185074240735263,97.4207746952102,-13.3594822340457,159
2603.55620168039,0.179467557438098,137.112050674824,-34.2307427532171,160
2471.88032128217,0.193486228428098,127.628127467794,-9.21402191082039,161
2640.32077736598,0.154469758419502,120.683228842636,-19.0558445167499,162
2638.47742551381,0.132784836276018,130.407936796124,-5.59865429825601,163
2554.90377917563,0.183639429252132,131.307098267997,-19.4814861288231,164
2573.14301909682,0.213228491521254,79.3838631449618,-32.3101904593505,165
2659.90934311684,0.157609582828401,68.1956233176682,-23.0139617921392,166
