"intercept","beta_bmi","beta_sex","beta_wealth","iter"
2.57283538135015,0.000157028316074533,0.0765708302845678,0.00612158717486816,1
2.47326550990759,0.000168469276544892,0.117768631922714,0.0096203469509472,2
2.57160570578788,0.000140328743290425,0.144266283715829,0.000924886758936599,3
2.55686317680723,0.000174570829648812,0.105544335980265,-0.00866492034893306,4
2.47590278213061,0.000203479260549832,0.122790743952126,-0.000365661784720691,5
2.40799314477996,0.00020571229620304,0.112168564687534,0.011089888490511,6
2.43221386229897,0.00022006078065517,0.120941542539916,-0.010635841023521,7
2.6308356410369,8.7467719166982e-05,0.104187839306604,0.0269758304589068,8
2.52223003778866,0.000169662024370836,0.0976527709826872,0.00468924594216097,9
2.60255772068389,0.000155751633809071,0.109947183925575,-0.00131664004855908,10
2.4530301682393,0.000192473232358198,0.161912326883161,0.00270014158012388,11
2.42766485883674,0.000191001622651894,0.183929962009134,0.00176781964635441,12
2.63117126376146,0.000151973392867807,0.0425187563215754,0.00158512966916958,13
2.62080343787416,0.000147706900086629,0.0633215187900966,-0.00148429485194243,14
2.53883770862119,0.000200328271998034,0.0981911592202328,-0.0134945503459716,15
2.52290581748115,0.000152480440817652,0.126355819578632,0.0141039115565338,16
2.55610409395305,0.00018259705131799,0.0705109170412974,-0.00377370822104448,17
2.44971550044036,0.000216172061879197,0.109430706637792,-0.00588268174426692,18
2.27298830980993,0.000277976278319098,0.104891442624269,0.00382082770105931,19
2.38438475041066,0.000258905448950039,0.141852375622679,-0.0250037056513216,20
2.40475719642018,0.000236127840280786,0.136931981520124,-0.00750733736343117,21
2.5287895210912,0.000176908325694981,0.102707977406344,0.00314425898832938,22
2.54823777108805,0.000171127009228748,0.113466212364816,-0.00176269490455611,23
2.71044998448271,9.82782896833186e-05,0.129620590505136,0.00170188552361773,24
2.66341147824016,0.000132887257374539,0.120014484543948,-0.00991351299105642,25
2.45670000666742,0.000198844246572182,0.116140637811215,0.00663585989625709,26
2.619257666044,0.000141847194231808,0.128295146481172,-0.0109188241603081,27
2.72627311681211,0.000128482894729593,0.062815947783718,-0.0191842543582842,28
2.5937368264912,0.0001695246403949,0.0406070681792216,0.000195683171731567,29
2.54996985652113,0.000185572744868476,0.10372998173628,-0.014978484085519,30
2.71813806026659,0.000137767248810352,0.135459784025761,-0.027400970086341,31
2.63928654964229,0.000179528775906006,0.122426481762491,-0.0339553320821064,32
2.5328226163716,0.000209283856947443,0.151051151154767,-0.0212803710359038,33
2.65101000914197,0.000173633688863066,0.0921322340710965,-0.0217624558399109,34
2.60029179706394,0.00016049002005938,0.109910205637375,-0.00875437483634504,35
2.42807357188605,0.000240483022155929,0.110156790605566,-0.012718904420878,36
2.50483831744949,0.000233255838100415,0.104155056779404,-0.0196090316540925,37
2.57905735693518,0.000170010595268032,0.0965771887900444,-0.00295523285754644,38
2.39980412887619,0.000227672491630495,0.0987276776866555,0.00133330591676468,39
2.61965148338608,0.000135159416429854,0.0886598929848199,0.000494764819413599,40
2.64909254166032,0.000122001382053122,0.0928900100754634,-0.00511132573057454,41
2.49361057359874,0.000225088313992331,0.108733771910566,-0.0238760339452291,42
2.54077010967073,0.000176798282480628,0.0963922282710025,-0.00284085803033191,43
2.70019343713446,7.74240352983628e-05,0.115075081486469,0.0190860573503196,44
2.52960840481953,0.00018168257606129,0.117288517615796,0.00171848947873058,45
2.56132346662225,0.000178161133332655,0.103529150923332,-0.00204160815036445,46
2.65763673187727,0.000111579683426713,0.143338025929961,0.0129337258980801,47
2.64451325424156,0.000140430329848773,0.100816287305023,0.0065519659629869,48
2.48650566119933,0.000184682352604587,0.0843989558692854,0.0107677901639783,49
2.46803016794075,0.000218255504937803,0.0933427917221555,-0.00695061714528491,50
2.55727051590485,0.000156888653567969,0.0706047777581129,0.00620912115727797,51
2.5752542014436,0.000140977269154469,0.105157596020848,0.0166872794303495,52
2.6247163498189,0.000132101177697236,0.117612852047627,0.00532074248400381,53
2.59161393889492,0.000158789581481136,0.0906821534740513,0.000812180293926391,54
2.5989108667566,0.000157060007902579,0.0846993711370991,0.00578090952332437,55
2.47867751286468,0.000191022605138202,0.114674063430048,0.00738161271779837,56
2.45822657697349,0.000203389797561815,0.126258697045689,0.00210122310338898,57
2.52643222109511,0.000185979496904608,0.0945886830413946,-0.00461006701190271,58
2.68145745811072,0.000168663541829678,0.037615147745671,-0.0277792513444186,59
2.60070769231426,0.00013683441180668,0.117274529423774,0.0122729134192775,60
2.71911716678156,0.000105366863777956,0.100429617763095,0.0061203573322146,61
2.51650083575649,0.000178374858313328,0.0867027875031814,0.00690552750832111,62
2.50268436677253,0.000163356136704782,0.081961268314768,0.0260071558451757,63
2.46808732785779,0.000160671339999913,0.109059710032383,0.0219459368548321,64
2.52087207466067,0.000178409017145569,0.146178327929207,-0.00456236904463957,65
2.48910183034538,0.000189645180510669,0.116835400416921,-0.00929393663480373,66
2.40014286404072,0.000265058328843173,0.073202633810347,-0.0230720401672737,67
2.45692430575024,0.00019834959284686,0.0716996690318888,-0.00057591599839384,68
2.66082557786669,0.000139446592378097,0.0814526208780917,-0.0109146573099611,69
2.57164827709708,0.000150047637601537,0.107583525758145,0.00276069812576933,70
2.74177309182636,8.68726005253668e-05,0.0863271699524143,0.000207804212817792,71
2.48995701285665,0.000174268021603912,0.166508198074996,0.00237921542356527,72
2.57712688203452,0.000190750971065586,0.0849920414631134,-0.0157493628114615,73
2.6212856345367,0.000146757918930147,0.0741884234709456,-0.00161979751266718,74
2.49345864281108,0.00024350328449565,0.0168915820135853,-0.0212171473760978,75
2.57791215736284,0.000171180439522204,0.0412712651104001,0.0013944486206629,76
2.63786360845181,0.000176126906618276,0.0399491666145255,-0.0217980705324803,77
2.62493312045811,0.000167136852909697,0.0533180372485928,-0.0160570252332375,78
2.5641866469214,0.000194113352654425,0.0687441405955073,-0.0209783530751276,79
2.53966642022296,0.000160983655062067,0.0620967268592389,0.00866406760848242,80
2.58306080854415,0.000154564537293211,0.104168130995753,-0.00721209447616219,81
2.53902179371514,0.000180702034827226,0.0697828744349139,-0.00664476449535574,82
2.46872364528416,0.000217803838820857,0.116348059332536,-0.0165547476182813,83
2.52682638179613,0.000158501885821838,0.0953757691291917,-4.00382960448987e-05,84
2.52994817813386,0.000153764099928592,0.055416109434035,0.00578757603550862,85
2.58702416940098,0.000141047556533982,0.0536499804863841,0.00998472991269214,86
2.56506623681366,0.000152979534060689,0.0724604513740635,0.00739180533925819,87
2.5190982249376,0.00015565493415171,0.105575682942916,0.0153498971417102,88
