"tausq","iter"
0.469124059733359,1
0.469124059733359,2
0.406688005153799,3
0.406688005153799,4
0.465508392656033,5
0.465508392656033,6
0.465508392656033,7
0.465508392656033,8
0.465508392656033,9
0.480465209253123,10
0.480465209253123,11
0.480465209253123,12
0.480465209253123,13
0.454470711650467,14
0.45059995450275,15
0.41922398063463,16
0.41922398063463,17
0.413678855703286,18
0.413678855703286,19
0.413678855703286,20
0.465067833157717,21
0.465067833157717,22
0.465067833157717,23
0.465067833157717,24
0.465067833157717,25
0.465067833157717,26
0.465067833157717,27
0.465067833157717,28
0.456479066764672,29
0.456479066764672,30
0.456479066764672,31
0.423534430116344,32
0.423534430116344,33
0.423534430116344,34
0.363783600008412,35
0.358274479835598,36
0.358274479835598,37
0.358274479835598,38
0.358274479835598,39
0.373772754479373,40
0.373772754479373,41
0.373772754479373,42
0.373772754479373,43
0.389153818882906,44
0.389153818882906,45
0.389153818882906,46
0.362106856780012,47
0.362106856780012,48
0.474090794669068,49
0.474090794669068,50
0.474090794669068,51
0.384769736523936,52
0.441304005011484,53
0.441304005011484,54
0.441304005011484,55
0.441304005011484,56
0.441304005011484,57
0.441304005011484,58
0.441304005011484,59
0.457020971355556,60
0.457020971355556,61
0.457020971355556,62
0.457020971355556,63
0.457020971355556,64
0.413295534741337,65
0.44659377173734,66
0.44659377173734,67
0.44659377173734,68
0.44659377173734,69
0.381997533818013,70
0.381997533818013,71
0.381997533818013,72
0.381997533818013,73
0.381997533818013,74
0.374249883832331,75
0.374249883832331,76
0.317401974898396,77
0.317401974898396,78
0.328534620811769,79
0.328534620811769,80
0.328534620811769,81
0.328534620811769,82
0.349421151296006,83
0.349421151296006,84
0.349421151296006,85
0.349421151296006,86
0.349421151296006,87
0.377697166567795,88
0.377697166567795,89
0.377697166567795,90
0.377697166567795,91
0.377697166567795,92
0.377697166567795,93
0.377697166567795,94
0.359481691291448,95
0.359481691291448,96
0.359481691291448,97
0.359481691291448,98
0.369411360869119,99
0.369411360869119,100
0.357955925818234,101
0.357955925818234,102
0.399547254296858,103
0.399547254296858,104
0.399547254296858,105
0.399547254296858,106
0.399547254296858,107
0.399547254296858,108
0.399547254296858,109
0.399547254296858,110
0.399547254296858,111
0.399547254296858,112
0.399547254296858,113
0.399547254296858,114
0.399547254296858,115
0.399547254296858,116
0.399547254296858,117
0.399547254296858,118
0.399547254296858,119
0.399547254296858,120
0.399547254296858,121
0.399547254296858,122
0.399547254296858,123
0.405646985696517,124
0.401016467743682,125
0.401016467743682,126
0.401016467743682,127
0.401016467743682,128
0.401016467743682,129
0.401016467743682,130
0.401016467743682,131
0.452842424370264,132
0.452842424370264,133
0.452842424370264,134
0.452842424370264,135
0.452842424370264,136
0.446136988736913,137
0.388326461941143,138
0.388326461941143,139
0.313509266103174,140
0.313509266103174,141
0.313509266103174,142
0.419866042015566,143
0.419866042015566,144
0.419866042015566,145
0.419866042015566,146
0.419866042015566,147
0.419866042015566,148
0.431827104719744,149
0.429709329208902,150
0.429709329208902,151
0.513472994396461,152
0.513472994396461,153
0.51671954385387,154
0.51671954385387,155
0.492798134317486,156
0.492798134317486,157
0.492798134317486,158
0.492798134317486,159
0.492798134317486,160
0.44951194775105,161
0.44951194775105,162
0.44951194775105,163
0.495201724179807,164
0.495201724179807,165
0.495201724179807,166
0.543443939327919,167
0.426315218868718,168
0.482822028543485,169
0.482822028543485,170
0.482822028543485,171
0.463603382065953,172
0.463603382065953,173
0.463603382065953,174
0.445215839833808,175
0.421324188093557,176
0.395346288306399,177
0.395346288306399,178
0.395346288306399,179
0.45443409745559,180
0.45443409745559,181
0.45443409745559,182
0.46328425762263,183
0.46328425762263,184
