"phi","sigmasq","iter"
12.0132358938287,0.0463523712884291,1
12.0132358938287,0.0604450850157989,2
12.1321317046323,0.0635425935482386,3
12.1321317046323,0.0604751147246944,4
12.1321317046323,0.0747763553764453,5
12.1321317046323,0.0694929270149217,6
12.1321317046323,0.0691709769144175,7
12.1321317046323,0.0711491671959466,8
12.1321317046323,0.0692264296320207,9
12.0366490067476,0.091858794843187,10
12.0366490067476,0.0589385215926269,11
12.0366490067476,0.054963184901274,12
12.0366490067476,0.0559698667206312,13
12.0366490067476,0.0405220981285318,14
12.093836891181,0.0442789900477374,15
12.093836891181,0.063592406675545,16
11.2256316485887,0.0634134896683183,17
11.2256316485887,0.0596991218146613,18
11.2256316485887,0.0716016648924979,19
11.2256316485887,0.094360263819802,20
11.2256316485887,0.0670260357737368,21
11.2256316485887,0.0583639328751041,22
11.101519524666,0.0499608346305835,23
11.101519524666,0.0543364651840899,24
12.16646154849,0.0626724599876409,25
12.16646154849,0.0497319066010904,26
12.16646154849,0.0408424477272695,27
12.16646154849,0.0530284773579745,28
12.16646154849,0.0406770536824696,29
12.16646154849,0.0372453829908501,30
12.16646154849,0.0459972904590776,31
12.16646154849,0.0462465520395791,32
12.16646154849,0.05765241219939,33
12.16646154849,0.0629200631273167,34
12.16646154849,0.0693320176861054,35
12.16646154849,0.0820758903462967,36
12.16646154849,0.100123351638121,37
12.16646154849,0.117323682923788,38
12.16646154849,0.131387830177868,39
12.16646154849,0.141821311401721,40
12.16646154849,0.131722726015765,41
12.16646154849,0.11318706447569,42
12.16646154849,0.0840058341165213,43
12.16646154849,0.100107901969341,44
12.16646154849,0.089405103217324,45
12.16646154849,0.108654086095917,46
12.16646154849,0.103115786790901,47
12.16646154849,0.104127616553228,48
12.16646154849,0.10321085199801,49
12.16646154849,0.0959901856758749,50
12.4193853400505,0.0837148424807931,51
12.4193853400505,0.0811637671313498,52
12.4193853400505,0.089180531655701,53
12.4193853400505,0.0715132292971501,54
12.1484304408269,0.0641287813358959,55
12.7444522060822,0.0703526355249571,56
12.7444522060822,0.0554333098706294,57
12.7444522060822,0.0406395875810089,58
12.8353630873507,0.045708557207716,59
12.8353630873507,0.0525770632435297,60
12.8353630873507,0.0564565361030101,61
11.8730789262469,0.0584968850188817,62
11.8730789262469,0.0452884555989583,63
11.8730789262469,0.0509806430714144,64
11.8730789262469,0.0414238136353197,65
11.8730789262469,0.05672321072715,66
11.8730789262469,0.0737306085512009,67
12.1614293538526,0.0853492048681233,68
12.1614293538526,0.0702857448861495,69
12.1614293538526,0.081309651003369,70
13.0384337814909,0.0974150637749138,71
